Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01008101,6.00,7.75,,,6.50,5.75,[],7.80,8.50,,,7.20,
01008102,6.00,9.00,,,7.08,6.25,[],6.00,6.75,,,6.00,
01008103,9.25,9.25,,,9.33,9.50,[],6.60,8.00,,,8.60,
01008104,8.25,9.75,,,8.50,7.50,[],7.80,8.00,,,7.80,
01008105,6.25,9.25,,,7.67,7.50,[],9.60,7.75,,,6.00,
01008106,7.50,8.00,,,8.08,8.75,[],8.00,8.00,,,8.80,
01008107,7.25,7.50,,,7.58,8.00,[],5.40,7.75,,,6.60,
01008108,5.25,7.50,,,5.92,5.00,[],2.20,7.75,,,3.40,
01008109,6.75,8.50,,,7.42,7.00,[],3.00,5.50,,,4.80,
01008110,7.75,9.00,,,8.33,8.25,[],8.40,7.75,,,6.60,
01008111,7.75,8.25,,,8.50,9.50,[],5.80,8.25,,,7.40,
01008112,7.00,9.00,,,7.17,5.50,[],6.40,7.00,,,7.60,
01008113,6.50,8.50,,,7.67,8.00,[],6.80,8.50,,,7.40,
01008114,7.00,7.00,,,6.58,5.75,[],7.60,8.50,,,7.00,
01008115,8.50,9.00,,,8.75,8.75,[],8.00,6.75,,,3.20,
01008116,7.25,9.25,,,8.25,8.25,[],8.80,8.00,,,8.00,
01008117,7.50,7.25,,,7.08,6.50,[],8.00,7.25,,,8.40,
01008118,7.50,8.50,,,8.25,8.75,[],8.40,6.75,,,7.60,
01008119,7.25,8.75,,,7.75,7.25,[],6.20,8.50,,,7.40,
01008120,6.00,8.00,,,7.17,7.50,[],5.60,8.00,,,7.60,
01008121,6.25,8.50,,,7.42,7.50,[],8.00,8.25,,,7.80,
01008122,7.25,8.25,,,7.50,7.00,[],4.80,5.25,,,6.80,
01008123,6.50,8.75,,,7.17,6.25,[],5.20,8.00,,,7.60,
01008124,6.25,7.50,,,6.67,6.25,[],6.20,6.75,,,8.00,
01008125,6.50,8.00,,,6.25,4.25,[],8.00,7.25,,,6.60,
01008126,5.50,6.75,,,6.33,6.75,[],8.40,7.75,,,8.20,
01008127,6.25,8.50,,,7.50,7.75,[],7.40,8.75,,,7.60,
01008128,5.75,6.75,,,6.58,7.25,[],8.00,7.00,,,7.80,
01008129,5.75,8.50,,,6.75,6.00,[],5.20,7.25,,,4.60,
01008130,6.50,8.25,,,7.58,8.00,[],6.60,8.00,,,6.80,
01008131,6.25,9.00,,,7.75,8.00,[],8.00,8.00,,,7.00,
01008132,6.75,8.25,,,6.92,5.75,[],7.00,8.50,,,7.20,
01008133,7.50,8.25,,,7.50,6.75,[],9.00,8.50,,,8.60,
01008134,7.50,8.50,,,7.67,7.00,[],5.60,7.75,,,4.40,
01008135,6.25,7.75,,,7.17,7.50,[],3.60,7.25,,,7.00,
01008136,6.75,8.75,,,7.58,7.25,[],8.00,8.50,,,7.80,
01008137,8.00,9.00,,,7.92,6.75,[],8.60,8.50,,,8.40,
01008138,5.00,8.50,,,6.83,7.00,[],8.60,8.00,,,6.00,
01008139,7.25,8.00,,,6.92,5.50,[],8.00,8.25,,,8.60,
01008140,6.00,7.75,,,6.83,6.75,[],5.20,7.75,,,5.20,
01008141,6.00,9.00,,,7.58,7.75,[],9.00,8.75,,,8.60,
01008142,7.00,8.00,,,7.08,6.25,[],8.40,9.25,,,7.40,
01008143,5.50,7.00,,,6.33,6.50,[],6.80,9.00,,,8.00,
01008144,8.00,9.00,,,8.33,8.00,[],9.20,9.25,,,5.40,
01008145,6.25,8.50,,,7.17,6.75,[],7.20,7.75,,,7.00,
01008146,6.00,7.75,,,7.17,7.75,[],9.00,8.25,,,8.40,
01008147,8.00,7.50,,,8.00,8.50,[],9.20,9.00,,,9.20,
01008148,8.75,8.75,,,8.58,8.25,[],7.40,7.50,,,8.60,
01008149,5.00,7.75,,,5.92,5.00,[],6.40,7.25,,,7.80,
01008150,6.25,7.50,,,7.17,7.75,[],7.00,8.00,,,7.60,
01008151,6.75,7.25,,,6.83,6.50,[],8.00,7.00,,,7.00,
01008152,6.75,7.25,,,6.75,6.25,[],8.00,8.75,,,8.00,
01008153,4.50,7.75,,,5.83,5.25,[],1.40,7.75,,,6.00,
01008154,6.50,8.50,,,7.33,7.00,[],5.80,8.50,,,7.40,
01008155,5.75,6.75,,,6.33,6.50,[],8.80,8.50,,,8.20,
01008156,6.50,8.25,,,6.75,5.50,[],4.80,6.50,,,6.00,
01008157,7.50,7.00,,,6.58,5.25,[],2.20,7.00,,,6.40,
01008158,5.25,8.25,,,6.08,4.75,[],6.80,7.00,,,6.80,
01008159,5.25,7.75,,,5.58,3.75,[],3.60,4.25,,,4.60,
01008160,,,5.00,6.42,,,[],,5.50,,5.50,8.60,8.75
01008161,,,2.00,3.42,,,[],,6.50,,4.25,8.60,4.00
01008162,,,4.00,5.00,,,[],,7.50,,3.25,7.60,7.75
01008163,,,6.25,6.17,,,[],,6.50,,5.00,8.80,7.25
01008164,,,4.50,4.75,,,[],8.40,7.50,,2.50,8.80,7.25
01008165,,,7.50,5.67,,,[],7.40,5.75,,4.50,8.00,5.00
01008166,,,9.00,7.50,,,[],8.00,7.50,,4.25,7.20,9.25
01008167,,,9.00,6.92,,,[],6.80,8.50,,3.75,8.20,8.00
01008168,,,3.25,3.50,,,[],4.00,7.00,,3.25,5.00,4.00
01008169,,,9.00,6.92,,,[],8.20,8.00,,5.50,8.20,6.25
01008170,,,7.50,6.17,,,[],4.60,7.25,,3.50,7.80,7.50
01008171,,,6.75,5.58,,,[],5.80,6.25,,2.75,9.00,7.25
01008172,,,7.50,6.58,,,[],9.00,8.00,,4.50,7.80,7.75
01008173,,,6.00,5.83,,,[],8.00,6.50,,4.75,8.20,6.75
01008174,,,7.75,5.92,,,[],,7.75,,3.25,6.80,6.75
01008175,,,8.25,7.25,,,[],9.00,7.75,,5.75,8.80,7.75
01008176,,,6.25,5.25,,,[],8.60,6.25,,4.75,9.20,4.75
01008177,,,4.50,5.83,,,[],8.20,6.25,,5.50,8.80,7.50
01008178,,,5.75,5.67,,,[],,4.50,,4.50,8.60,6.75
01008179,,,8.50,6.75,,,[],5.20,8.25,,4.25,8.40,7.50
01008180,,,7.25,6.58,,,[],4.60,6.25,,4.75,9.00,7.75
01008181,7.50,8.50,,,8.00,8.00,[],,7.25,,,7.60,
01008182,,,5.50,6.00,,,[],6.80,8.75,,3.75,9.00,8.75
01008183,,,1.75,4.25,,,[],8.20,6.50,,3.50,8.00,7.50
01008184,,,8.25,6.67,,,[],6.80,7.00,,4.50,9.00,7.25
01008185,,,4.50,4.67,,,[],4.40,6.75,,3.00,6.60,6.50
01008186,,,7.25,6.83,,,[],8.60,8.50,,5.25,8.20,8.00
01008187,6.25,9.00,,,7.42,7.00,[],9.00,8.00,,,7.40,
01008188,9.00,7.50,,,8.42,8.75,[],8.00,8.50,,,7.20,
01008189,5.00,7.00,,,6.25,6.75,[],8.40,8.75,,,8.40,
01008190,,,3.50,5.33,,,[],7.60,7.75,,5.25,8.60,7.25
01008191,5.50,7.75,,,5.83,4.25,[],5.00,7.00,,,6.20,
01008192,,,5.00,5.33,,,[],7.60,8.25,,6.00,8.20,5.00
01008193,6.00,7.50,,,6.58,6.25,[],7.00,8.25,,,6.20,
01008195,7.50,9.00,,,8.17,8.00,[],8.80,7.00,,,6.80,
01008196,9.50,9.25,,,9.33,9.25,[],8.80,8.75,,,6.60,
01008197,8.00,8.50,,,8.67,9.50,[],7.80,8.50,,,6.00,
01008198,7.75,8.75,,,8.50,9.00,[],9.40,9.50,,,9.20,
01008199,6.75,7.50,,,7.00,6.75,[],6.60,8.25,,,9.00,
01008200,5.75,8.00,,,7.00,7.25,[],7.20,8.50,,,6.80,
01008201,7.75,8.00,,,6.92,5.00,[],3.60,8.50,,,6.20,
01008202,7.00,8.75,,,7.92,8.00,[],8.80,7.50,,,9.00,
01008203,,,6.75,6.75,,,[],10.00,9.25,,5.00,8.60,8.50
01008204,,,8.75,6.08,,,[],7.40,8.75,,3.75,9.00,5.75
01008205,7.75,9.50,,,8.33,7.75,[],9.40,8.75,,,8.60,
01008206,,,4.75,6.58,,,[],9.20,8.50,,6.25,8.40,8.75
01008207,,,6.00,6.67,,,[],,6.00,,5.00,8.80,9.00
01008208,8.00,8.00,,,7.92,7.75,[],,4.00,,,8.00,
01008209,6.75,7.50,,,7.17,7.25,[],,8.75,,,8.00,
01008210,,,3.50,5.42,,,[],,4.00,,5.25,8.40,7.50
01008211,,,3.50,4.33,,,[],,8.50,,2.75,8.40,6.75
01008212,8.25,8.75,,,8.42,8.25,[],9.20,9.00,,,8.40,
01008213,7.75,9.25,,,8.50,8.50,[],,9.00,,,8.80,
01008214,7.75,8.00,,,8.00,8.25,[],7.00,7.50,,,7.40,
01008215,,,6.75,6.33,,,[],,9.00,,4.75,8.40,7.50
01008216,,,8.50,6.92,,,[],8.60,8.75,,5.50,9.20,6.75
01008217,,,6.50,6.83,,,[],9.40,8.25,,5.00,9.00,9.00
01008218,7.00,8.25,,,7.42,7.00,[],8.00,8.50,,,6.80,
01008219,6.25,8.00,,,7.00,6.75,[],8.80,8.00,,,7.80,
01008220,8.75,8.50,,,9.00,9.75,[],4.60,8.00,,,5.60,
01008221,,,8.00,6.17,,,[],8.40,7.25,,3.50,8.60,7.00
01008222,,,8.00,5.50,,,[],7.60,7.50,,4.25,8.60,4.25
01008223,5.75,6.25,,,6.25,6.75,[],,5.92,,,5.20,
01008224,6.25,8.25,,,7.25,7.25,[],8.40,8.75,,,8.60,
01008225,,,8.00,6.08,,,[],,7.50,,7.25,8.00,3.00
01008226,5.75,6.00,,,5.75,5.50,[],7.80,8.50,,,8.20,
01008227,,,5.25,6.17,,,[],8.40,6.75,,5.00,7.60,8.25
01008228,7.00,9.25,,,8.00,7.75,[],7.80,8.00,,,6.60,
01008229,7.00,7.25,,,7.50,8.25,[],8.80,7.25,,,6.00,
01008230,7.75,8.75,,,8.42,8.75,[],9.40,8.25,,,8.20,
01008231,6.75,8.75,,,7.92,8.25,[],8.40,9.00,,,8.00,
01008232,6.50,7.75,,,6.75,6.00,[],7.80,8.25,,,7.20,
01008233,6.25,7.75,,,7.33,8.00,[],8.00,8.50,,,7.40,
01008234,,,5.00,4.42,,,[],7.00,6.50,,2.75,8.00,5.50
01008235,6.00,7.75,,,6.92,7.00,[],9.20,7.75,,,7.60,
01008236,6.25,7.25,,,6.92,7.25,[],4.60,7.25,,,7.00,
01008237,,,8.00,7.83,,,[],6.40,7.00,,9.25,8.20,6.25
01008238,8.00,9.00,,,8.17,7.50,[],5.00,7.50,,,8.00,
01008239,,,6.50,5.50,,,[],7.20,7.75,,3.75,6.60,6.25
01008240,5.75,7.25,,,6.42,6.25,[],5.60,6.75,,,6.80,
01008241,,,8.75,7.67,,,[],7.20,8.00,,6.25,9.20,8.00
01008242,5.50,7.75,,,6.83,7.25,[],3.40,8.25,,,7.40,
01008243,6.00,7.75,,,6.58,6.00,[],6.40,7.25,,,5.40,
01008244,6.25,7.50,,,6.25,5.00,[],4.80,7.75,,,6.20,
01008245,,,8.50,6.42,,,[],7.60,6.75,,4.75,9.00,6.00
01008246,6.00,7.75,,,6.42,5.50,[],4.80,8.00,,,7.40,
01008247,5.00,7.50,,,6.42,6.75,[],8.00,8.50,,,7.40,
01008248,6.75,8.50,,,7.83,8.25,[],5.20,8.25,,,6.00,
01008249,,,3.00,4.50,,,[],7.80,6.50,,3.50,8.00,7.00
01008250,7.00,8.00,,,7.58,7.75,[],6.40,8.50,,,7.00,
01008251,,,9.00,7.58,,,[],4.80,7.25,,8.00,7.80,5.75
01008252,,,7.75,6.17,,,[],8.80,8.00,,4.00,7.20,6.75
01008253,5.50,8.50,,,7.25,7.75,[],7.80,7.75,,,7.20,
01008254,4.50,7.75,,,6.17,6.25,[],2.20,7.00,,,6.40,
01008255,5.75,8.50,,,6.83,6.25,[],7.80,8.00,,,7.40,
01008256,8.50,8.75,,,8.58,8.50,[],8.20,9.25,,,8.60,
01008257,8.00,7.75,,,7.83,7.75,[],8.60,9.00,,,8.60,
01008258,,,7.00,6.17,,,[],5.80,7.75,,3.50,9.00,8.00
01008259,6.50,7.00,,,6.50,6.00,[],7.60,7.00,,,7.00,
01008260,7.00,8.00,,,7.33,7.00,[],8.80,8.50,,,8.20,
01008261,7.75,8.00,,,7.67,7.25,[],6.20,8.25,,,6.40,
01008262,,,3.50,4.33,,,[],8.40,5.25,,3.00,8.60,6.50
01008263,7.75,7.75,,,7.83,8.00,[],7.60,9.25,,,6.40,
01008264,6.75,8.25,,,7.25,6.75,[],8.00,8.25,,,8.80,
01008265,7.75,8.50,,,8.08,8.00,[],9.20,9.00,,,8.60,
01008266,6.75,8.75,,,7.58,7.25,[],9.40,9.00,,,7.40,
01008267,,,3.75,5.08,,,[],8.00,6.50,,4.50,7.00,7.00
01008268,7.00,8.25,,,8.00,8.75,[],9.20,8.75,,,8.60,
01008269,,,8.50,6.92,,,[],7.40,7.25,,3.50,7.60,8.75
01008270,8.50,9.50,,,8.92,8.75,[],8.20,9.25,,,8.40,
01008271,6.50,7.75,,,7.25,7.50,[],8.00,9.00,,,8.60,
01008272,,,7.25,6.42,,,[],6.20,6.75,,5.50,7.20,6.50
01008273,6.75,9.00,,,7.08,5.50,[],8.00,8.75,,,7.60,
01008274,3.00,6.00,,,3.92,2.75,[],3.20,4.25,,,2.60,
01008275,8.50,9.00,,,9.17,10.00,[],5.00,8.50,,,7.20,
01008276,,,5.75,6.25,,,[],9.40,8.50,,4.75,9.00,8.25
01008277,,,6.00,5.33,,,[],9.60,6.75,,3.75,8.00,6.25
01008278,6.50,8.25,,,6.75,5.50,[],6.80,8.25,,,7.60,
01008279,6.75,9.25,,,8.00,8.00,[],8.60,8.75,,,7.40,
01008280,,,6.00,6.83,,,[],9.00,6.00,,5.25,9.00,9.25
01008281,7.00,7.75,,,7.08,6.50,[],,7.50,,,7.60,
01008282,6.25,8.25,,,7.58,8.25,[],8.80,9.00,,,8.40,
01008283,6.50,7.25,,,7.00,7.25,[],8.60,7.00,,,8.00,
01008284,,,3.50,4.00,,,[],4.60,7.75,,2.50,8.40,6.00
01008285,6.75,8.75,,,7.83,8.00,[],7.00,8.75,,,7.40,
01008286,6.75,8.25,,,7.00,6.00,[],9.20,8.00,,,5.40,
01008287,7.75,8.50,,,8.08,8.00,[],2.80,7.50,,,5.20,
01008288,6.50,9.75,,,8.17,8.25,[],8.40,8.50,,,6.00,
01008289,7.00,8.75,,,7.75,7.50,[],9.40,9.00,,,7.00,
01008290,5.75,8.25,,,7.25,7.75,[],8.40,9.25,,,8.80,
01008291,4.25,7.25,,,5.00,3.50,[],2.40,6.75,,,4.80,
01008292,6.75,8.00,,,6.75,5.50,[],5.00,7.50,,,7.20,
01008293,,,5.25,4.75,,,[],6.60,4.75,,3.50,4.80,5.50
01008294,,,4.25,5.00,,,[],8.80,6.25,,3.50,8.20,7.25
01008295,7.50,9.25,,,8.33,8.25,[],7.40,7.25,,,8.00,
01008296,7.50,8.75,,,8.25,8.50,[],7.00,6.75,,,9.00,
01008297,,,7.75,5.83,,,[],8.40,7.75,,4.25,6.80,5.50
01008298,7.75,8.25,,,7.75,7.25,[],3.60,7.25,,,7.40,
01008299,,,4.00,3.42,,,[],4.20,6.25,,4.00,6.20,2.25
01008300,,,3.50,4.08,,,[],7.80,7.25,,5.00,7.40,3.75
01008301,6.75,7.50,,,6.92,6.50,[],7.00,6.50,,,7.20,
01008302,7.75,8.75,,,7.67,6.50,[],8.40,8.50,,,7.80,
01008303,6.75,7.25,,,6.67,6.00,[],5.80,9.00,,,7.00,
01008304,,,6.50,6.25,,,[],8.20,7.00,,4.25,8.60,8.00
01008305,,,8.25,7.92,,,[],8.20,8.50,,8.50,7.80,7.00
01008306,8.00,8.50,,,8.25,8.25,[],8.80,8.75,,,8.40,
01008307,,,8.50,6.83,,,[],7.20,7.75,,6.25,8.60,5.75
01008308,6.00,9.50,,,7.83,8.00,[],9.40,8.75,,,7.60,
01008309,6.25,8.25,,,6.83,6.00,[],3.20,7.75,,,4.60,
01008310,,,9.00,7.58,,,[],8.20,6.25,,8.50,8.80,5.25
01008311,,,6.50,5.92,,,[],5.00,7.00,,4.75,7.40,6.50
01008312,,,5.25,5.75,,,[],6.60,7.75,,5.25,7.60,6.75
01008313,8.00,8.25,,,8.00,7.75,[],8.60,7.50,,,7.60,
01008314,5.25,7.75,,,6.33,6.00,[],7.80,7.75,,,7.40,
01008315,5.00,8.25,,,6.58,6.50,[],7.00,2.00,,,3.40,
01008316,6.00,7.50,,,6.17,5.00,[],3.60,5.75,,,5.20,
01008317,8.50,8.50,,,8.00,7.00,[],3.20,7.25,,,6.60,
01008318,8.50,9.00,,,8.92,9.25,[],5.40,8.75,,,7.60,
01008319,5.00,8.00,,,6.92,7.75,[],8.40,8.00,,,7.20,
01008320,7.50,9.25,,,7.67,6.25,[],7.00,7.25,,,7.80,
01008321,,,4.25,5.00,,,[],4.40,8.00,,4.00,7.80,6.75
01008322,7.75,9.25,,,8.67,9.00,[],8.60,9.25,,,8.00,
01008323,,,4.25,5.25,,,[],5.00,6.25,,4.25,6.20,7.25
01008324,7.00,8.75,,,8.00,8.25,[],9.60,9.50,,,8.40,
01008325,,,4.00,4.58,,,[],5.00,5.50,,3.50,6.60,6.25
01008326,,,5.00,5.92,,,[],9.40,7.75,,5.00,8.20,7.75
01008327,6.25,7.75,,,6.83,6.50,[],8.20,7.75,,,7.80,
01008328,6.25,8.50,,,6.67,5.25,[],5.80,7.00,,,7.60,
01008329,,,2.25,4.50,,,[],8.20,7.50,,3.25,9.00,8.00
01008330,6.50,9.00,,,8.42,9.75,[],8.00,8.50,,,8.40,
01008331,7.75,9.75,,,8.83,9.00,[],7.40,8.25,,,6.80,
01008332,,,3.25,4.08,,,[],6.00,7.25,,2.75,8.00,6.25
01008333,5.50,7.50,,,6.75,7.25,[],7.20,8.50,,,7.20,
01008334,,,6.00,5.33,,,[],9.00,8.25,,4.25,8.00,5.75
01008335,4.50,4.75,,,4.75,5.00,[],3.20,7.25,,,2.80,
01008336,7.25,8.25,,,7.33,6.50,[],7.60,9.00,,,7.80,
01008337,7.25,8.50,,,8.25,9.00,[],9.20,9.50,,,8.40,
01008338,6.75,8.25,,,7.25,6.75,[],8.00,8.00,,,5.60,
01008339,5.00,7.75,,,6.08,5.50,[],8.60,9.00,,,7.80,
01008340,,,5.50,5.92,,,[],7.80,7.75,,4.25,9.20,8.00
01008341,,,6.25,7.17,,,[],7.60,7.25,,6.25,8.40,9.00
01008342,8.50,9.75,,,9.25,9.50,[],3.40,8.00,,,3.40,
01008343,6.50,9.00,,,7.08,5.75,[],3.80,7.50,,,5.20,
01008344,,,5.75,6.58,,,[],8.80,6.00,,4.75,8.00,9.25
01008345,5.00,7.50,,,5.67,4.50,[],5.00,8.50,,,7.00,
01008346,4.75,7.00,,,5.92,6.00,[],7.00,8.00,,,7.60,
01008347,6.00,7.25,,,6.00,4.75,[],3.80,6.25,,,5.80,
01008348,6.50,9.00,,,7.58,7.25,[],7.00,8.75,,,7.60,
01008349,5.50,8.50,,,6.58,5.75,[],3.80,7.00,,,5.20,
01008350,5.75,6.00,,,6.25,7.00,[],6.80,7.25,,,7.20,
01008351,8.25,8.00,,,8.00,7.75,[],7.00,8.50,,,7.60,
01008352,6.25,8.75,,,6.67,5.00,[],8.40,8.50,,,7.60,
01008353,,,4.00,5.33,,,[],,9.00,,4.50,8.80,7.50
01008354,6.00,6.25,,,6.25,6.50,[],7.60,9.00,,,7.40,
01008355,,,3.50,5.33,,,[],8.00,8.75,,4.25,8.60,8.25
01008356,,,2.00,4.00,,,[],8.00,6.25,,2.75,8.40,7.25
01008357,7.25,7.00,,,7.58,8.50,[],6.80,7.50,,,5.20,
01008358,7.00,9.25,,,8.17,8.25,[],9.80,8.75,,,8.20,
01008359,7.25,7.50,,,7.25,7.00,[],8.60,8.00,,,7.40,
01008360,7.50,8.00,,,7.67,7.50,[],6.40,7.75,,,6.20,
01008361,6.00,7.00,,,5.67,4.00,[],7.60,8.50,,,8.20,
01008362,,,5.50,6.00,,,[],8.40,8.75,,4.00,8.60,8.50
01008363,8.00,8.50,,,7.67,6.50,[],9.40,7.50,,,6.00,
01008364,8.50,8.00,,,7.83,7.00,[],8.60,8.75,,,6.80,
01008365,,,7.00,5.75,,,[],9.60,9.00,,4.00,8.80,6.25
01008366,8.25,9.25,,,8.75,8.75,[],8.60,8.75,,,8.80,
01008367,8.00,8.00,,,7.83,7.50,[],8.60,8.75,,,8.60,
01008368,7.00,8.50,,,7.58,7.25,[],8.40,8.50,,,7.80,
01008369,8.00,8.25,,,8.33,8.75,[],7.60,8.25,,,7.20,
01008370,7.00,8.25,,,7.92,8.50,[],6.20,8.25,,,4.60,
01008371,,,8.75,8.00,,,[],6.80,7.25,,8.25,9.00,7.00
01008372,7.75,8.25,,,8.17,8.50,[],7.80,7.75,,,8.20,
01008373,6.25,8.00,,,6.92,6.50,[],8.40,8.25,,,8.80,
01008374,4.75,7.00,,,5.75,5.50,[],1.80,5.75,,,2.80,
01008375,6.25,8.50,,,7.00,6.25,[],6.80,7.75,,,7.00,
01008376,5.75,8.25,,,6.50,5.50,[],2.80,6.00,,,7.00,
01008377,6.00,8.00,,,7.00,7.00,[],3.00,6.25,,,5.00,
01008378,,,3.00,4.67,,,[],7.20,7.00,,4.00,8.40,7.00
01008379,8.00,8.50,,,8.58,9.25,[],,9.00,,,8.20,
01008380,,,3.50,4.42,,,[],5.60,5.75,,3.25,6.40,6.50
01008381,,,6.00,5.58,,,[],6.20,7.00,,4.00,7.00,6.75
01008382,7.25,8.25,,,7.83,8.00,[],1.60,6.50,,,5.00,
01008383,7.25,7.75,,,6.92,5.75,[],7.20,7.50,,,7.80,
01008384,,,8.25,7.17,,,[],,7.25,,7.00,8.20,6.25
01008385,5.50,7.50,,,6.58,6.75,[],6.00,5.75,,,4.60,
01008386,5.50,7.75,,,6.42,6.00,[],4.80,7.50,,,6.40,
01008387,6.00,9.00,,,7.58,7.75,[],8.80,7.25,,,8.20,
01008388,,,7.25,6.58,,,[],5.60,6.25,,4.00,8.60,8.50
01008389,,,3.50,4.50,,,[],7.60,7.50,,2.25,7.80,7.75
01008390,6.25,7.50,,,7.00,7.25,[],8.60,7.50,,,7.00,
01008391,5.75,7.75,,,7.42,8.75,[],4.80,7.50,,,6.80,
01008392,6.25,9.25,,,7.50,7.00,[],4.60,8.50,,,9.00,
01008393,7.25,8.25,,,7.75,7.75,[],7.40,6.25,,,7.20,
01008394,7.75,7.25,,,7.50,7.50,[],8.40,8.00,,,8.60,
01008395,,,5.00,4.33,,,[],8.80,6.25,,3.00,7.60,5.00
01008396,,,4.25,5.33,,,[],8.40,6.00,,5.00,7.80,6.75
01008397,6.50,7.50,,,7.25,7.75,[],5.60,7.00,,,5.60,
01008398,8.00,8.25,,,8.08,8.00,[],8.60,5.50,,,6.40,
01008399,6.75,8.25,,,7.08,6.25,[],9.40,6.75,,,8.60,
01008400,9.00,8.50,,,9.08,9.75,[],7.20,8.50,,,8.20,
01008401,7.00,8.50,,,7.25,6.25,[],8.80,8.75,,,7.60,
01008402,,,3.25,4.58,,,[],8.60,6.50,,3.00,7.80,7.50
01008403,9.00,8.75,,,8.58,8.00,[],7.80,9.25,,,8.80,
01008404,,,6.75,5.58,,,[],7.40,7.00,,3.25,7.80,6.75
01008405,,,8.50,5.92,,,[],9.00,7.50,,4.00,8.20,5.25
01008406,,,4.25,5.00,,,[],8.20,6.50,,3.50,8.20,7.25
01008407,,,3.50,3.50,,,[],7.40,6.50,,3.25,6.20,3.75
01008408,,,6.25,5.50,,,[],7.00,7.50,,5.00,6.60,5.25
01008409,6.50,8.50,,,7.08,6.25,[],7.40,8.25,,,6.40,
01008410,,,4.75,6.00,,,[],9.20,7.50,,5.50,9.20,7.75
01008411,,,6.50,6.75,,,[],8.40,8.50,,6.00,8.20,7.75
01008412,6.00,7.25,,,6.25,5.50,[],5.80,7.50,,,7.40,
01008413,,,5.75,6.25,,,[],8.40,8.00,,4.75,8.60,8.25
01008414,6.00,9.50,,,7.33,6.50,[],7.40,8.00,,,7.40,
01008415,7.25,8.75,,,7.83,7.50,[],6.40,8.25,,,6.60,
01008416,,,4.50,6.08,,,[],8.80,7.00,,5.00,8.00,8.75
01008417,,,5.00,5.17,,,[],8.60,6.25,,3.25,7.00,7.25
01008419,7.75,8.75,,,7.42,5.75,[],8.20,8.50,,,7.40,
01008420,,,7.75,7.33,,,[],9.20,7.75,,6.00,8.40,8.25
01008421,7.00,8.50,,,7.58,7.25,[],8.40,8.50,,,8.60,
01008422,8.00,9.00,,,8.17,7.50,[],8.20,7.75,,,6.80,
01008423,,,7.50,5.42,,,[],5.00,7.00,,2.50,6.80,6.25
01008424,,,9.00,7.75,,,[],8.60,6.50,,6.25,8.20,8.00
01008425,7.50,8.50,,,7.67,7.00,[],6.00,6.75,,,8.00,
01008426,7.50,8.00,,,7.92,8.25,[],6.60,8.50,,,5.80,
01008427,8.25,8.75,,,8.42,8.25,[],7.20,8.25,,,4.60,
01008428,6.25,8.50,,,7.50,7.75,[],7.00,8.00,,,7.20,
01008429,,,7.75,5.58,,,[],,6.75,,4.00,7.80,5.00
01008430,,,5.75,5.58,,,[],9.20,7.50,,3.25,8.20,7.75
01008431,,,5.25,5.50,,,[],8.60,7.25,,3.25,7.80,8.00
01008432,,,5.50,6.42,,,[],9.20,5.75,,4.75,8.80,9.00
01008433,,,3.75,3.58,,,[],9.00,6.75,,4.00,6.00,3.00
01008434,7.25,8.25,,,7.25,6.25,[],8.60,8.00,,,8.20,
01008435,8.50,8.00,,,8.08,7.75,[],,9.00,,,8.20,
01008436,5.75,9.25,,,6.75,5.25,[],5.20,7.75,,,7.60,
01008437,,,5.00,5.50,,,[],7.40,7.75,,5.25,7.80,6.25
01008438,,,4.25,5.75,,,[],8.40,7.00,,5.25,8.60,7.75
01008439,7.25,8.25,,,8.17,9.00,[],8.80,8.25,,,8.40,
01008440,7.50,7.00,,,7.50,8.00,[],,6.25,,,8.40,
01008441,7.00,8.00,,,7.42,7.25,[],7.40,8.25,,,6.80,
01008442,6.25,7.25,,,6.17,5.00,[],7.00,9.50,,,8.00,
01008443,6.00,7.25,,,6.33,5.75,[],7.00,8.50,,,6.40,
01008444,,,6.75,7.67,,,[],9.00,6.75,,7.00,8.80,9.25
01008445,6.00,8.75,,,6.75,5.50,[],5.00,5.25,,,6.20,
01008446,,,5.00,4.75,,,[],4.40,4.50,,4.00,7.40,5.25
01008447,6.25,8.75,,,7.33,7.00,[],7.60,8.00,,,6.60,
01008448,7.00,8.50,,,7.50,7.00,[],6.40,6.00,,,5.40,
01008449,7.75,6.75,,,7.17,7.00,[],6.40,8.25,,,7.80,
01008450,9.25,9.50,,,8.75,7.50,[],9.00,9.50,,,7.80,
01008451,5.75,8.00,,,7.08,7.50,[],9.40,7.50,,,6.40,
01008452,,,6.75,7.33,,,[],8.00,3.25,,9.50,7.20,5.75
01008453,7.50,8.50,,,8.08,8.25,[],8.00,8.25,,,4.80,
01008454,7.00,8.00,,,7.83,8.50,[],8.20,9.00,,,8.40,
01008455,7.75,8.75,,,8.17,8.00,[],8.60,3.50,,,7.20,
01008456,6.50,6.75,,,6.92,7.50,[],9.60,6.75,,,7.00,
01008457,5.25,8.00,,,6.67,6.75,[],6.60,7.75,,,7.60,
01008458,,,3.00,4.50,,,[],,6.00,,3.25,8.80,7.25
01008459,4.75,7.75,,,5.83,5.00,[],8.00,5.50,,,5.20,
01008460,4.00,5.75,,,4.25,3.00,[],2.60,5.50,,,3.00,
